GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
1620000US4261000,4261000,"Pittsburgh city, Pennsylvania",305704,305391,305405,306022,306469,307064,306181,304453,305017,302407
